task_id,task_type,assigned_to,asset_type,location,priority,scheduled_time,start_time,completion_time,status,delay_reason,feedback_score,was_missed,expected_duration,actual_duration,technician_experience,asset_age,day_of_week,is_weekend,prev_misses_by_person,prev_misses_by_asset
TASK_01094,Inspection,Tech_01,Light Fixture,Building A - Floor 1,High,2025-01-26 11:00:22.960462,,,Scheduled,,,False,163,,9,4,Sunday,True,1,7
TASK_01095,Plumbing,Tech_03,Light Fixture,Warehouse,High,2025-02-12 11:00:22.960462,2025-02-12 11:21:22.960462,2025-02-12 13:20:22.960462,Completed,,4.0,False,80,119.0,6,12,Wednesday,False,0,11
TASK_01096,Plumbing,Tech_02,Fire Alarm,Lobby,High,2025-03-18 11:00:22.960462,,,Scheduled,,,False,60,,9,8,Tuesday,False,4,0
TASK_01097,Cleaning,Tech_05,Pump,Building A - Floor 2,Low,2025-03-11 11:00:22.960462,2025-03-11 11:14:22.960462,2025-03-11 13:29:22.960462,Completed,,5.0,False,117,135.0,6,6,Tuesday,False,8,5
TASK_01098,Plumbing,Tech_04,Fire Alarm,Lobby,High,2025-02-28 11:00:22.960462,,,Scheduled,,,False,51,,4,3,Friday,False,0,15
TASK_01099,Cleaning,Tech_05,Generator,Building A - Floor 1,Medium,2025-02-08 11:00:22.960462,2025-02-08 11:05:22.960462,,Missed,Weather Delay,,True,153,,1,10,Saturday,True,7,14
TASK_01100,Electrical,Tech_01,Fire Alarm,Building B - Floor 1,High,2025-03-02 11:00:22.960462,2025-03-02 10:52:22.960462,2025-03-02 13:44:22.960462,Completed,,4.0,False,163,172.0,6,7,Sunday,True,3,12
TASK_01101,HVAC Repair,Tech_04,Fire Alarm,Lobby,High,2025-03-16 11:00:22.960462,2025-03-16 11:29:22.960462,,Missed,Resource Unavailable,,True,54,,2,4,Sunday,True,8,11
TASK_01102,Inspection,Tech_03,AC Unit,Building A - Floor 2,Medium,2025-03-07 11:00:22.960462,,,Scheduled,,,False,133,,4,4,Friday,False,0,1
TASK_01103,Cleaning,Tech_01,Pump,Warehouse,High,2025-01-29 11:00:22.960462,2025-01-29 11:20:22.960462,,In Progress,,,False,37,,9,9,Wednesday,False,0,3
TASK_01104,Plumbing,Tech_02,Pump,Warehouse,High,2025-01-23 11:00:22.960462,2025-01-23 11:16:22.960462,,Missed,Resource Unavailable,,True,34,,9,10,Thursday,False,9,9
TASK_01105,Electrical,Tech_05,Light Fixture,Building A - Floor 1,Medium,2025-03-16 11:00:22.960462,2025-03-16 11:08:22.960462,2025-03-16 13:06:22.960462,Completed,,4.0,False,105,118.0,1,10,Sunday,True,2,11
TASK_01106,HVAC Repair,Tech_02,Generator,Lobby,Medium,2025-01-23 11:00:22.960462,2025-01-23 10:55:22.960462,2025-01-23 12:23:22.960462,Completed,,4.0,False,49,88.0,3,2,Thursday,False,5,5
TASK_01107,Inspection,Tech_02,Pump,Building A - Floor 2,Medium,2025-01-30 11:00:22.960462,2025-01-30 10:47:22.960462,2025-01-30 13:00:22.960462,Completed,,4.0,False,139,133.0,5,3,Thursday,False,6,14
TASK_01108,Electrical,Tech_03,Fire Alarm,Building B - Floor 1,Medium,2025-03-08 11:00:22.960462,2025-03-08 10:51:22.960462,2025-03-08 12:32:22.960462,Completed,,3.0,False,105,101.0,5,15,Saturday,True,8,10
TASK_01109,HVAC Repair,Tech_03,Fire Alarm,Warehouse,Low,2025-03-21 11:00:22.960462,,,Scheduled,,,False,61,,6,1,Friday,False,4,0
TASK_01110,HVAC Repair,Tech_04,Pump,Warehouse,High,2025-03-05 11:00:22.960462,2025-03-05 10:58:22.960462,,In Progress,,,False,32,,3,6,Wednesday,False,0,5
TASK_01111,HVAC Repair,Tech_02,Pump,Warehouse,Medium,2025-02-03 11:00:22.960462,2025-02-03 10:54:22.960462,,Missed,Weather Delay,,True,52,,1,12,Monday,False,9,9
TASK_01112,Cleaning,Tech_03,Fire Alarm,Building B - Floor 1,Medium,2025-02-18 11:00:22.960462,2025-02-18 11:16:22.960462,,Missed,Access Denied,,True,81,,1,1,Tuesday,False,10,0
TASK_01113,Cleaning,Tech_03,Light Fixture,Warehouse,High,2025-02-20 11:00:22.960462,2025-02-20 11:06:22.960462,,Missed,Access Denied,,True,156,,9,12,Thursday,False,2,5
TASK_01114,Plumbing,Tech_05,Generator,Building B - Floor 1,Medium,2025-03-13 11:00:22.960462,2025-03-13 10:45:22.960462,,In Progress,,,False,147,,8,9,Thursday,False,5,0
TASK_01115,Cleaning,Tech_01,AC Unit,Building A - Floor 1,Medium,2025-02-22 11:00:22.960462,2025-02-22 11:00:22.960462,,Missed,Late Assignment,,True,157,,7,2,Saturday,True,1,15
TASK_01116,Plumbing,Tech_05,AC Unit,Warehouse,Low,2025-02-07 11:00:22.960462,2025-02-07 10:46:22.960462,2025-02-07 12:40:22.960462,Completed,,4.0,False,121,114.0,1,8,Friday,False,0,12
TASK_01117,Cleaning,Tech_04,Fire Alarm,Warehouse,Medium,2025-02-09 11:00:22.960462,2025-02-09 10:49:22.960462,2025-02-09 13:27:22.960462,Completed,,3.0,False,137,158.0,9,13,Sunday,True,3,9
TASK_01118,Cleaning,Tech_03,Light Fixture,Building B - Floor 1,Medium,2025-03-13 11:00:22.960462,2025-03-13 11:27:22.960462,2025-03-13 14:34:22.960462,Completed,,5.0,False,177,187.0,9,9,Thursday,False,3,8
TASK_01119,Plumbing,Tech_03,AC Unit,Building A - Floor 2,Low,2025-01-27 11:00:22.960462,2025-01-27 11:09:22.960462,2025-01-27 12:57:22.960462,Completed,,5.0,False,95,108.0,6,11,Monday,False,1,10
TASK_01120,Cleaning,Tech_01,AC Unit,Building B - Floor 1,High,2025-01-24 11:00:22.960462,2025-01-24 11:12:22.960462,2025-01-24 12:28:22.960462,Completed,,4.0,False,84,76.0,2,12,Friday,False,0,4
TASK_01121,Electrical,Tech_02,Pump,Building A - Floor 1,High,2025-01-25 11:00:22.960462,2025-01-25 11:03:22.960462,,In Progress,,,False,48,,5,5,Saturday,True,1,12
TASK_01122,Cleaning,Tech_04,Generator,Warehouse,Low,2025-01-31 11:00:22.960462,2025-01-31 11:02:22.960462,2025-01-31 13:51:22.960462,Completed,,5.0,False,133,169.0,2,10,Friday,False,8,4
TASK_01123,Cleaning,Tech_04,Generator,Building A - Floor 1,High,2025-03-08 11:00:22.960462,2025-03-08 10:56:22.960462,2025-03-08 13:36:22.960462,Completed,,5.0,False,157,160.0,3,5,Saturday,True,6,13
TASK_01124,Electrical,Tech_04,Generator,Warehouse,Low,2025-03-12 11:00:22.960462,2025-03-12 11:09:22.960462,2025-03-12 12:17:22.960462,Completed,,3.0,False,48,68.0,1,9,Wednesday,False,6,2
TASK_01125,Electrical,Tech_01,Light Fixture,Building B - Floor 1,Medium,2025-02-24 11:00:22.960462,2025-02-24 11:30:22.960462,2025-02-24 12:21:22.960462,Completed,,3.0,False,50,51.0,5,8,Monday,False,3,13
TASK_01126,Cleaning,Tech_01,Generator,Lobby,Medium,2025-03-10 11:00:22.960462,,,Scheduled,,,False,134,,10,12,Monday,False,3,6
TASK_01127,HVAC Repair,Tech_01,AC Unit,Building A - Floor 1,Medium,2025-02-14 11:00:22.960462,2025-02-14 10:51:22.960462,2025-02-14 14:03:22.960462,Completed,,4.0,False,160,192.0,6,14,Friday,False,1,3
TASK_01128,Electrical,Tech_05,Pump,Building A - Floor 2,High,2025-01-30 11:00:22.960462,2025-01-30 11:05:22.960462,2025-01-30 11:45:22.960462,Completed,,5.0,False,36,40.0,6,14,Thursday,False,0,12
TASK_01129,Inspection,Tech_01,Pump,Building A - Floor 2,Low,2025-03-12 11:00:22.960462,2025-03-12 11:24:22.960462,2025-03-12 14:00:22.960462,Completed,,3.0,False,141,156.0,1,7,Wednesday,False,9,3
TASK_01130,Electrical,Tech_05,AC Unit,Building A - Floor 1,High,2025-02-02 11:00:22.960462,2025-02-02 10:56:22.960462,2025-02-02 12:31:22.960462,Completed,,3.0,False,65,95.0,7,13,Sunday,True,6,15
TASK_01131,Plumbing,Tech_02,Generator,Building A - Floor 1,Low,2025-03-18 11:00:22.960462,2025-03-18 10:52:22.960462,,Missed,Weather Delay,,True,100,,10,11,Tuesday,False,9,8
TASK_01132,Plumbing,Tech_03,Generator,Lobby,Low,2025-02-12 11:00:22.960462,,,Scheduled,,,False,67,,3,15,Wednesday,False,3,9
TASK_01133,Electrical,Tech_02,Pump,Lobby,Low,2025-02-19 11:00:22.960462,2025-02-19 11:00:22.960462,2025-02-19 13:43:22.960462,Completed,,5.0,False,142,163.0,4,7,Wednesday,False,4,0
TASK_01134,Plumbing,Tech_05,Pump,Warehouse,Low,2025-02-25 11:00:22.960462,2025-02-25 11:14:22.960462,2025-02-25 14:01:22.960462,Completed,,3.0,False,130,167.0,10,14,Tuesday,False,3,9
TASK_01135,Plumbing,Tech_05,Generator,Building B - Floor 1,Low,2025-02-15 11:00:22.960462,2025-02-15 10:59:22.960462,2025-02-15 13:43:22.960462,Completed,,3.0,False,135,164.0,5,10,Saturday,True,1,14
TASK_01136,Cleaning,Tech_02,Pump,Warehouse,Low,2025-03-13 11:00:22.960462,2025-03-13 10:56:22.960462,2025-03-13 13:56:22.960462,Completed,,3.0,False,166,180.0,9,9,Thursday,False,6,0
TASK_01137,Plumbing,Tech_04,Generator,Warehouse,High,2025-02-21 11:00:22.960462,2025-02-21 11:15:22.960462,2025-02-21 13:01:22.960462,Completed,,3.0,False,112,106.0,2,13,Friday,False,2,14
TASK_01138,Plumbing,Tech_04,AC Unit,Lobby,Low,2025-02-16 11:00:22.960462,2025-02-16 11:23:22.960462,2025-02-16 13:45:22.960462,Completed,,4.0,False,141,142.0,6,9,Sunday,True,9,14
TASK_01139,Cleaning,Tech_01,Fire Alarm,Building B - Floor 1,High,2025-03-17 11:00:22.960462,2025-03-17 11:07:22.960462,2025-03-17 12:38:22.960462,Completed,,5.0,False,99,91.0,9,10,Monday,False,5,8
TASK_01140,Electrical,Tech_01,Fire Alarm,Warehouse,Medium,2025-03-13 11:00:22.960462,2025-03-13 10:59:22.960462,2025-03-13 11:54:22.960462,Completed,,3.0,False,64,55.0,9,13,Thursday,False,5,0
TASK_01141,Inspection,Tech_01,Generator,Building A - Floor 1,Medium,2025-03-10 11:00:22.960462,2025-03-10 10:49:22.960462,2025-03-10 12:42:22.960462,Completed,,4.0,False,97,113.0,2,6,Monday,False,6,14
TASK_01142,Cleaning,Tech_01,Generator,Warehouse,Low,2025-03-19 11:00:22.960462,2025-03-19 10:53:22.960462,2025-03-19 11:51:22.960462,Completed,,4.0,False,46,58.0,10,10,Wednesday,False,1,6
TASK_01143,Cleaning,Tech_01,Light Fixture,Lobby,High,2025-03-19 11:00:22.960462,2025-03-19 11:19:22.960462,2025-03-19 14:19:22.960462,Completed,,3.0,False,177,180.0,6,4,Wednesday,False,5,9
TASK_01144,Electrical,Tech_05,Light Fixture,Building A - Floor 2,High,2025-03-05 11:00:22.960462,2025-03-05 11:13:22.960462,2025-03-05 13:33:22.960462,Completed,,4.0,False,149,140.0,5,13,Wednesday,False,9,9
TASK_01145,HVAC Repair,Tech_01,Generator,Lobby,Low,2025-03-16 11:00:22.960462,2025-03-16 11:20:22.960462,2025-03-16 14:16:22.960462,Completed,,5.0,False,166,176.0,10,12,Sunday,True,2,1
TASK_01146,Plumbing,Tech_01,Fire Alarm,Building B - Floor 1,Low,2025-03-11 11:00:22.960462,2025-03-11 11:23:22.960462,,Missed,Late Assignment,,True,63,,6,13,Tuesday,False,7,15
TASK_01147,Electrical,Tech_03,Fire Alarm,Lobby,High,2025-01-21 11:00:22.960462,2025-01-21 10:53:22.960462,2025-01-21 13:50:22.960462,Completed,,4.0,False,172,177.0,6,11,Tuesday,False,4,0
TASK_01148,Plumbing,Tech_01,Pump,Building B - Floor 1,High,2025-03-05 11:00:22.960462,2025-03-05 11:06:22.960462,,Missed,Late Assignment,,True,105,,1,14,Wednesday,False,1,13
TASK_01149,Plumbing,Tech_01,AC Unit,Building A - Floor 2,Low,2025-03-19 11:00:22.960462,2025-03-19 11:23:22.960462,2025-03-19 13:25:22.960462,Completed,,4.0,False,91,122.0,7,10,Wednesday,False,10,15
TASK_01150,Cleaning,Tech_01,Pump,Warehouse,Medium,2025-03-07 11:00:22.960462,2025-03-07 11:29:22.960462,2025-03-07 12:57:22.960462,Completed,,4.0,False,77,88.0,3,5,Friday,False,9,7
TASK_01151,HVAC Repair,Tech_04,AC Unit,Building B - Floor 1,Medium,2025-01-30 11:00:22.960462,2025-01-30 10:51:22.960462,2025-01-30 12:40:22.960462,Completed,,4.0,False,78,109.0,6,13,Thursday,False,1,7
TASK_01152,Plumbing,Tech_02,Pump,Warehouse,High,2025-03-15 11:00:22.960462,2025-03-15 11:19:22.960462,2025-03-15 14:22:22.960462,Completed,,3.0,False,165,183.0,3,8,Saturday,True,8,14
TASK_01153,Electrical,Tech_01,Generator,Lobby,Low,2025-03-11 11:00:22.960462,2025-03-11 11:03:22.960462,,Missed,Resource Unavailable,,True,102,,1,3,Tuesday,False,0,9
TASK_01154,Cleaning,Tech_05,Pump,Building A - Floor 2,Medium,2025-01-22 11:00:22.960462,2025-01-22 11:04:22.960462,2025-01-22 13:40:22.960462,Completed,,4.0,False,143,156.0,6,6,Wednesday,False,9,15
TASK_01155,Electrical,Tech_03,Generator,Building A - Floor 1,High,2025-03-15 11:00:22.960462,2025-03-15 11:22:22.960462,2025-03-15 13:18:22.960462,Completed,,4.0,False,122,116.0,9,4,Saturday,True,9,10
TASK_01156,Plumbing,Tech_04,AC Unit,Building A - Floor 2,High,2025-02-05 11:00:22.960462,2025-02-05 11:25:22.960462,2025-02-05 13:51:22.960462,Completed,,3.0,False,126,146.0,9,7,Wednesday,False,10,3
TASK_01157,Cleaning,Tech_03,Light Fixture,Lobby,Medium,2025-03-02 11:00:22.960462,2025-03-02 10:58:22.960462,2025-03-02 11:57:22.960462,Completed,,3.0,False,30,59.0,10,6,Sunday,True,10,5
TASK_01158,Electrical,Tech_03,AC Unit,Lobby,Medium,2025-03-13 11:00:22.960462,2025-03-13 11:11:22.960462,2025-03-13 12:22:22.960462,Completed,,5.0,False,55,71.0,5,9,Thursday,False,6,4
TASK_01159,Cleaning,Tech_01,Fire Alarm,Lobby,Medium,2025-03-10 11:00:22.960462,2025-03-10 11:22:22.960462,2025-03-10 12:24:22.960462,Completed,,4.0,False,52,62.0,7,11,Monday,False,9,0
TASK_01160,HVAC Repair,Tech_02,Pump,Lobby,High,2025-03-07 11:00:22.960462,2025-03-07 10:53:22.960462,2025-03-07 12:24:22.960462,Completed,,4.0,False,72,91.0,4,3,Friday,False,8,14
TASK_01161,Inspection,Tech_02,Fire Alarm,Building A - Floor 2,High,2025-02-20 11:00:22.960462,2025-02-20 11:21:22.960462,2025-02-20 14:12:22.960462,Completed,,4.0,False,161,171.0,1,4,Thursday,False,7,3
TASK_01162,Electrical,Tech_02,Fire Alarm,Building B - Floor 1,Medium,2025-01-31 11:00:22.960462,,,Scheduled,,,False,46,,7,10,Friday,False,4,2
TASK_01163,Electrical,Tech_04,Pump,Warehouse,High,2025-03-12 11:00:22.960462,,,Scheduled,,,False,146,,2,14,Wednesday,False,2,14
TASK_01164,Plumbing,Tech_04,AC Unit,Warehouse,Low,2025-02-04 11:00:22.960462,2025-02-04 11:09:22.960462,2025-02-04 11:46:22.960462,Completed,,5.0,False,44,37.0,6,9,Tuesday,False,7,9
TASK_01165,Plumbing,Tech_03,Light Fixture,Warehouse,Low,2025-03-17 11:00:22.960462,2025-03-17 11:09:22.960462,,Missed,Resource Unavailable,,True,83,,8,3,Monday,False,2,11
TASK_01166,Inspection,Tech_03,AC Unit,Building A - Floor 2,High,2025-02-28 11:00:22.960462,2025-02-28 11:19:22.960462,,Missed,Weather Delay,,True,161,,10,7,Friday,False,8,6
TASK_01167,Electrical,Tech_03,AC Unit,Building A - Floor 1,High,2025-02-26 11:00:22.960462,2025-02-26 11:02:22.960462,2025-02-26 12:25:22.960462,Completed,,3.0,False,76,83.0,2,4,Wednesday,False,2,7
TASK_01168,Cleaning,Tech_01,Pump,Building B - Floor 1,Low,2025-02-18 11:00:22.960462,2025-02-18 11:08:22.960462,2025-02-18 12:40:22.960462,Completed,,4.0,False,77,92.0,8,4,Tuesday,False,3,15
TASK_01169,Cleaning,Tech_03,Pump,Warehouse,High,2025-01-23 11:00:22.960462,,,Scheduled,,,False,172,,1,10,Thursday,False,2,12
TASK_01170,Inspection,Tech_03,Fire Alarm,Building B - Floor 1,Low,2025-02-19 11:00:22.960462,2025-02-19 11:20:22.960462,2025-02-19 14:48:22.960462,Completed,,3.0,False,173,208.0,1,7,Wednesday,False,6,12
TASK_01171,Cleaning,Tech_01,Fire Alarm,Building A - Floor 1,Medium,2025-03-07 11:00:22.960462,,,Scheduled,,,False,92,,6,3,Friday,False,8,15
TASK_01172,Cleaning,Tech_05,Fire Alarm,Building A - Floor 1,Medium,2025-01-31 11:00:22.960462,2025-01-31 11:04:22.960462,2025-01-31 11:49:22.960462,Completed,,4.0,False,32,45.0,2,11,Friday,False,7,15
TASK_01173,HVAC Repair,Tech_03,Pump,Building B - Floor 1,Low,2025-02-03 11:00:22.960462,2025-02-03 11:13:22.960462,2025-02-03 14:21:22.960462,Completed,,3.0,False,155,188.0,3,12,Monday,False,6,8
TASK_01174,Inspection,Tech_01,Pump,Lobby,High,2025-03-18 11:00:22.960462,,,Scheduled,,,False,102,,10,12,Tuesday,False,9,2
TASK_01175,Electrical,Tech_03,AC Unit,Building A - Floor 1,High,2025-01-22 11:00:22.960462,2025-01-22 11:01:22.960462,2025-01-22 11:37:22.960462,Completed,,3.0,False,32,36.0,8,13,Wednesday,False,8,10
TASK_01176,Electrical,Tech_01,Fire Alarm,Warehouse,Medium,2025-03-08 11:00:22.960462,2025-03-08 11:29:22.960462,2025-03-08 13:55:22.960462,Completed,,5.0,False,151,146.0,4,10,Saturday,True,10,12
TASK_01177,Plumbing,Tech_01,Generator,Building A - Floor 2,Low,2025-02-23 11:00:22.960462,2025-02-23 11:07:22.960462,2025-02-23 12:24:22.960462,Completed,,3.0,False,84,77.0,1,14,Sunday,True,7,13
TASK_01178,HVAC Repair,Tech_03,Generator,Building A - Floor 2,High,2025-02-22 11:00:22.960462,2025-02-22 10:47:22.960462,2025-02-22 12:18:22.960462,Completed,,5.0,False,77,91.0,2,9,Saturday,True,5,7
TASK_01179,Inspection,Tech_01,Pump,Building B - Floor 1,Medium,2025-01-24 11:00:22.960462,2025-01-24 11:00:22.960462,,In Progress,,,False,74,,4,2,Friday,False,9,3
TASK_01180,Electrical,Tech_05,Light Fixture,Building A - Floor 2,Low,2025-01-21 11:00:22.960462,2025-01-21 11:16:22.960462,,Missed,Late Assignment,,True,92,,7,5,Tuesday,False,7,3
TASK_01181,Cleaning,Tech_02,Light Fixture,Building A - Floor 1,Medium,2025-03-04 11:00:22.960462,2025-03-04 11:26:22.960462,,In Progress,,,False,130,,3,3,Tuesday,False,3,7
TASK_01182,Cleaning,Tech_03,Generator,Warehouse,Medium,2025-03-11 11:00:22.960462,2025-03-11 11:21:22.960462,,Missed,Access Denied,,True,93,,3,1,Tuesday,False,4,9
TASK_01183,Plumbing,Tech_04,Generator,Lobby,Low,2025-03-12 11:00:22.960462,2025-03-12 11:05:22.960462,2025-03-12 12:48:22.960462,Completed,,3.0,False,69,103.0,4,9,Wednesday,False,3,1
TASK_01184,Inspection,Tech_01,Generator,Warehouse,Medium,2025-03-02 11:00:22.960462,2025-03-02 11:17:22.960462,2025-03-02 13:08:22.960462,Completed,,4.0,False,76,111.0,1,15,Sunday,True,3,6
TASK_01185,Cleaning,Tech_03,AC Unit,Building B - Floor 1,Low,2025-03-18 11:00:22.960462,2025-03-18 11:27:22.960462,2025-03-18 13:31:22.960462,Completed,,4.0,False,111,124.0,4,3,Tuesday,False,1,11
TASK_01186,Plumbing,Tech_01,Light Fixture,Lobby,Low,2025-02-13 11:00:22.960462,2025-02-13 11:08:22.960462,2025-02-13 12:52:22.960462,Completed,,5.0,False,105,104.0,6,4,Thursday,False,5,13
TASK_01187,Electrical,Tech_04,Fire Alarm,Building A - Floor 1,Medium,2025-03-12 11:00:22.960462,2025-03-12 11:23:22.960462,,In Progress,,,False,113,,1,6,Wednesday,False,8,15
TASK_01188,Electrical,Tech_03,Fire Alarm,Building A - Floor 2,High,2025-03-19 11:00:22.960462,2025-03-19 11:03:22.960462,,Missed,Weather Delay,,True,130,,5,13,Wednesday,False,2,0
TASK_01189,HVAC Repair,Tech_02,Pump,Building A - Floor 2,Low,2025-02-12 11:00:22.960462,2025-02-12 11:21:22.960462,,In Progress,,,False,175,,3,2,Wednesday,False,4,14
TASK_01190,Cleaning,Tech_04,AC Unit,Building A - Floor 2,High,2025-02-14 11:00:22.960462,,,Scheduled,,,False,175,,7,14,Friday,False,2,9
TASK_01191,HVAC Repair,Tech_03,Fire Alarm,Warehouse,High,2025-02-26 11:00:22.960462,2025-02-26 11:12:22.960462,2025-02-26 13:42:22.960462,Completed,,4.0,False,144,150.0,2,12,Wednesday,False,2,14
TASK_01192,Cleaning,Tech_02,Light Fixture,Building B - Floor 1,High,2025-02-09 11:00:22.960462,2025-02-09 11:25:22.960462,,In Progress,,,False,142,,7,8,Sunday,True,6,9
TASK_01193,Electrical,Tech_05,Generator,Building A - Floor 2,Low,2025-01-30 11:00:22.960462,2025-01-30 11:21:22.960462,,Missed,,,True,107,,2,14,Thursday,False,7,11
TASK_01194,Plumbing,Tech_01,Light Fixture,Lobby,Low,2025-03-21 11:00:22.960462,2025-03-21 11:23:22.960462,,Missed,Access Denied,,True,93,,5,4,Friday,False,9,1
TASK_01195,Plumbing,Tech_03,Pump,Lobby,High,2025-03-17 11:00:22.960462,2025-03-17 11:10:22.960462,2025-03-17 13:46:22.960462,Completed,,4.0,False,141,156.0,7,1,Monday,False,1,4
TASK_01196,Plumbing,Tech_01,AC Unit,Building B - Floor 1,High,2025-02-26 11:00:22.960462,2025-02-26 10:47:22.960462,2025-02-26 13:24:22.960462,Completed,,4.0,False,142,157.0,1,3,Wednesday,False,9,12
TASK_01197,Plumbing,Tech_01,Light Fixture,Building B - Floor 1,High,2025-03-11 11:00:22.960462,2025-03-11 10:58:22.960462,,Missed,Late Assignment,,True,93,,8,8,Tuesday,False,2,7
TASK_01198,Inspection,Tech_04,Pump,Building B - Floor 1,Low,2025-03-20 11:00:22.960462,2025-03-20 11:29:22.960462,,Missed,Weather Delay,,True,139,,10,14,Thursday,False,6,9
TASK_01199,HVAC Repair,Tech_01,Fire Alarm,Building A - Floor 2,High,2025-02-18 11:00:22.960462,2025-02-18 10:47:22.960462,,Missed,Weather Delay,,True,165,,1,1,Tuesday,False,0,1
TASK_01200,Electrical,Tech_03,Fire Alarm,Building B - Floor 1,High,2025-01-31 11:00:22.960462,,,Scheduled,,,False,92,,9,5,Friday,False,10,5
TASK_01201,Electrical,Tech_01,Fire Alarm,Building A - Floor 2,High,2025-01-22 11:00:22.960462,2025-01-22 10:55:22.960462,2025-01-22 12:24:22.960462,Completed,,4.0,False,93,89.0,4,1,Wednesday,False,9,4
TASK_01202,Electrical,Tech_05,Fire Alarm,Building A - Floor 2,Low,2025-03-02 11:00:22.960462,2025-03-02 11:24:22.960462,,Missed,Late Assignment,,True,86,,9,13,Sunday,True,4,10
TASK_01203,Plumbing,Tech_02,Generator,Building B - Floor 1,High,2025-02-19 11:00:22.960462,2025-02-19 10:53:22.960462,2025-02-19 13:26:22.960462,Completed,,3.0,False,162,153.0,8,13,Wednesday,False,9,0
TASK_01204,HVAC Repair,Tech_03,Pump,Building A - Floor 1,High,2025-02-16 11:00:22.960462,2025-02-16 10:52:22.960462,,In Progress,,,False,46,,10,11,Sunday,True,10,5
TASK_01205,Plumbing,Tech_05,Pump,Building A - Floor 1,Low,2025-03-12 11:00:22.960462,2025-03-12 11:04:22.960462,,In Progress,,,False,148,,7,14,Wednesday,False,2,14
TASK_01206,HVAC Repair,Tech_01,Light Fixture,Warehouse,Medium,2025-03-01 11:00:22.960462,2025-03-01 11:08:22.960462,2025-03-01 12:02:22.960462,Completed,,4.0,False,39,54.0,5,14,Saturday,True,1,13
TASK_01207,HVAC Repair,Tech_02,Pump,Building A - Floor 2,Medium,2025-01-31 11:00:22.960462,2025-01-31 10:49:22.960462,,In Progress,,,False,80,,5,11,Friday,False,2,13
TASK_01208,Cleaning,Tech_03,Pump,Building B - Floor 1,High,2025-03-06 11:00:22.960462,2025-03-06 11:25:22.960462,2025-03-06 12:33:22.960462,Completed,,3.0,False,48,68.0,4,8,Thursday,False,6,1
TASK_01209,Cleaning,Tech_04,Fire Alarm,Building A - Floor 2,Low,2025-02-14 11:00:22.960462,2025-02-14 10:46:22.960462,,In Progress,,,False,96,,2,3,Friday,False,7,11
TASK_01210,Inspection,Tech_04,Pump,Building A - Floor 1,High,2025-02-17 11:00:22.960462,2025-02-17 11:19:22.960462,,In Progress,,,False,40,,9,14,Monday,False,8,6
TASK_01211,Plumbing,Tech_05,Pump,Lobby,High,2025-02-03 11:00:22.960462,,,Scheduled,,,False,115,,2,10,Monday,False,4,2
TASK_01212,Electrical,Tech_03,Light Fixture,Warehouse,Medium,2025-01-28 11:00:22.960462,2025-01-28 10:49:22.960462,2025-01-28 12:28:22.960462,Completed,,3.0,False,93,99.0,2,2,Tuesday,False,6,0
TASK_01213,Cleaning,Tech_05,Pump,Warehouse,High,2025-01-21 11:00:22.960462,2025-01-21 11:14:22.960462,2025-01-21 13:14:22.960462,Completed,,4.0,False,99,120.0,6,2,Tuesday,False,1,2
TASK_01214,Electrical,Tech_04,Light Fixture,Building A - Floor 2,High,2025-03-19 11:00:22.960462,2025-03-19 10:55:22.960462,,Missed,Late Assignment,,True,148,,9,8,Wednesday,False,10,13
TASK_01215,Electrical,Tech_04,Light Fixture,Building A - Floor 2,High,2025-03-14 11:00:22.960462,2025-03-14 11:10:22.960462,2025-03-14 13:31:22.960462,Completed,,3.0,False,151,141.0,8,13,Friday,False,6,15
TASK_01216,Plumbing,Tech_04,AC Unit,Building A - Floor 1,Low,2025-03-12 11:00:22.960462,,,Scheduled,,,False,98,,3,10,Wednesday,False,1,9
TASK_01217,Inspection,Tech_05,Light Fixture,Lobby,Medium,2025-03-15 11:00:22.960462,2025-03-15 10:53:22.960462,2025-03-15 12:32:22.960462,Completed,,5.0,False,77,99.0,3,9,Saturday,True,7,4
TASK_01218,Electrical,Tech_02,AC Unit,Building A - Floor 2,High,2025-02-10 11:00:22.960462,2025-02-10 10:48:22.960462,,Missed,Access Denied,,True,95,,1,11,Monday,False,2,7
TASK_01219,Cleaning,Tech_04,Light Fixture,Lobby,High,2025-02-15 11:00:22.960462,,,Scheduled,,,False,97,,9,2,Saturday,True,7,10
TASK_01220,Plumbing,Tech_02,Fire Alarm,Building A - Floor 2,High,2025-02-04 11:00:22.960462,2025-02-04 11:18:22.960462,2025-02-04 13:14:22.960462,Completed,,3.0,False,78,116.0,8,9,Tuesday,False,3,1
TASK_01221,Plumbing,Tech_05,Light Fixture,Building A - Floor 1,Medium,2025-02-16 11:00:22.960462,2025-02-16 11:03:22.960462,2025-02-16 11:44:22.960462,Completed,,3.0,False,36,41.0,2,10,Sunday,True,9,4
TASK_01222,Electrical,Tech_05,Light Fixture,Building A - Floor 2,Low,2025-02-28 11:00:22.960462,2025-02-28 10:47:22.960462,2025-02-28 12:08:22.960462,Completed,,4.0,False,91,81.0,10,4,Friday,False,6,13
TASK_01223,Electrical,Tech_04,Fire Alarm,Building A - Floor 2,High,2025-02-17 11:00:22.960462,2025-02-17 11:18:22.960462,2025-02-17 14:11:22.960462,Completed,,3.0,False,143,173.0,2,2,Monday,False,7,15
